"V1" "V2" "V3"
"552" "Ccdc63" "Ccdc63" "Ccdc63"
"553" "Fbxl12" "Fbxl12" "Fbxl12"
"554" "Bicc1" "Bicc1" "Bicc1"
"555" "BC005537" "BC005537" "BC005537"
"556" "Tmcc2" "Tmcc2" "Tmcc2"
"557" "Gm21379" "Rbm31y" "Gm21379"
"558" "Rnf25" "Rnf25" "Rnf25"
"559" "Il5ra" "Il5ra" "Il5ra"
"560" "Phlda1" "Phlda1" "Phlda1"
"561" "Cyld" "Cyld" "Cyld"
"562" "Tmbim4" "Tmbim4" "Tmbim4"
"563" "Areg" "Areg" "Areg"
"564" "Gm21440" "Ssty1" "Gm21440"
"565" "Gm21454" "Ssty1" "Gm21440"
"566" "Mogat2" "Mogat2" "Mogat2"
"567" "Nell1" "Nell1" "Nell1"
"568" "Tfb1m" "Tfb1m" "Tfb1m"
"569" "Comt" "Comt" "Comt"
"570" "Eea1" "Eea1" "Eea1"
"571" "Cnot3" "Cnot3" "Cnot3"
"572" "Snx14" "Snx14" "Snx14"
"573" "Cd9" "Cd9" "Cd9"
"574" "Clca1" "Clca1" "Clca1"
"575" "Rbm31y" "Rbm31y" "Rbm31y"
"576" "Sh2d5" "Sh2d5" "Sh2d5"
"577" "1110065P20Rik" "1110065P20Rik" "1110065P20Rik"
"578" "Btc" "Btc" "Btc"
"579" "Cul4b" "Cul4b" "Cul4b"
"580" "Nox3" "Nox3" "Nox3"
"581" "Asb3" "Asb3" "Asb3"
"582" "Htr7" "Htr7" "Htr7"
"583" "Pcbp3" "Pcbp3" "Pcbp3"
"584" "Ssty1" "Ssty1" "Ssty1"
"585" "Mdfi" "Mdfi" "Mdfi"
"586" "Oprl1" "Oprl1" "Oprl1"
"587" "Gm20910" "Ssty1" "Gm20910"
"588" "Dnajb5" "Dnajb5" "Dnajb5"
"589" "Nucb2" "Nucb2" "Nucb2"
"590" "Tbx21" "Tbx21" "Tbx21"
"591" "Amdhd2" "Amdhd2" "Amdhd2"
"592" "Aqp1" "Aqp1" "Aqp1"
"593" "Prrx1" "Prrx1" "Prrx1"
"594" "Gm21065" "Ssty2" "Gm21065"
"595" "Mrps18c" "Mrps18c" "Mrps18c"
"596" "Asz1" "Asz1" "Asz1"
"597" "Tnfrsf9" "Tnfrsf9" "Tnfrsf9"
"598" "Fzd3" "Fzd3" "Fzd3"
"599" "Acpl2" "Acpl2" "Acpl2"
"600" "Dixdc1" "Dixdc1" "Dixdc1"
"601" "Tnfsf8" "Tnfsf8" "Tnfsf8"
"602" "Ube2l6" "Ube2l6" "Ube2l6"
"603" "Gm20892" "Ssty2" "Gm20892"
"604" "Apex1" "Apex1" "Apex1"
"605" "BC026590" "BC026590" "BC026590"
"606" "Ghrhr" "Ghrhr" "Ghrhr"
"607" "Gm21506" "Ssty2" "Gm21506"
"608" "Gm20891" "Ssty2" "Gm20891"
"609" "Gm21642" "Ssty2" "Gm21642"
"610" "Leng1" "Leng1" "Leng1"
"611" "Dhx35" "Dhx35" "Dhx35"
"612" "Arid1b" "Arid1b" "Arid1b"
"613" "Lhx1" "Lhx1" "Lhx1"
"614" "Atp6v0c" "Atp6v0c" "Atp6v0c"
"615" "Mcrs1" "Mcrs1" "Mcrs1"
"616" "Snx15" "Snx15" "Snx15"
"617" "Stx1a" "Stx1a" "Stx1a"
"618" "Fbxo16" "Fbxo16" "Fbxo16"
"619" "Cdc42bpb" "Cdc42bpb" "Cdc42bpb"
"620" "Shh" "Shh" "Shh"
"621" "Serpinh1" "Serpinh1" "Serpinh1"
"622" "Jup" "Jup" "Jup"
"623" "Arl2bp" "Arl2bp" "Arl2bp"
"624" "Tmc4" "Tmc4" "Tmc4"
"625" "Krr1" "Krr1" "Krr1"
"626" "4930433I11Rik" "4930433I11Rik" "4930433I11Rik"
"627" "Foxp4" "Foxp4" "Foxp4"
"628" "Cstf2" "Cstf2" "Cstf2"
"629" "Yap1" "Yap1" "Yap1"
"630" "Pxn" "Pxn" "Pxn"
"631" "Ppp1cc" "Ppp1cc" "Ppp1cc"
"632" "Irs2" "Irs2" "Irs2"
"633" "Gm20855" "Sly" "Gm20855"
"634" "Gm20799" "Ssty2" "Gm20799"
"635" "Gm20896" "Sly" "Gm20896"
"636" "1700022I11Rik" "1700022I11Rik" "1700022I11Rik"
"637" "Muc5b" "Muc5b" "Muc5b"
"638" "Rpp30" "Rpp30" "Rpp30"
"639" "Zc3hc1" "Zc3hc1" "Zc3hc1"
"640" "AI987944" "AI987944" "AI987944"
"641" "Rps15a" "Rps15a" "Rps15a"
"642" "Aff3" "Aff3" "Aff3"
"643" "4933405O20Rik" "4933405O20Rik" "4933405O20Rik"
"644" "Rbbp5" "Rbbp5" "Rbbp5"
"645" "Agbl2" "Agbl2" "Agbl2"
"646" "Vcp" "Vcp" "Vcp"
"647" "Tbc1d24" "Tbc1d24" "Tbc1d24"
"648" "Arl2" "Arl2" "Arl2"
"649" "Vwf" "Vwf" "Vwf"
"650" "4932414N04Rik" "4932414N04Rik" "4932414N04Rik"
"651" "Xkr7" "Xkr7" "Xkr7"
"652" "Slbp" "Slbp" "Slbp"
"653" "Kifap3" "Kifap3" "Kifap3"
"654" "Plcb1" "Plcb1" "Plcb1"
"655" "A230065H16Rik" "A230065H16Rik" "A230065H16Rik"
"656" "Arl6ip1" "Arl6ip1" "Arl6ip1"
"657" "Prpf38a" "Prpf38a" "Prpf38a"
"658" "Zdhhc14" "Zdhhc14" "Zdhhc14"
"659" "Tollip" "Tollip" "Tollip"
"660" "Crocc" "Crocc" "Crocc"
"661" "Tbkbp1" "Tbkbp1" "Tbkbp1"
"662" "Gm20881" "Ssty2" "Gm20881"
"663" "Gm20887" "Ssty2" "Gm20887"
"664" "Prpf40b" "Prpf40b" "Prpf40b"
"665" "Wbscr22" "Wbscr22" "Wbscr22"
"666" "Gm21396" "Ssty2" "Gm21396"
"667" "Txlna" "Txlna" "Txlna"
"668" "Gm21245" "Ssty2" "Gm21245"
"669" "Ppm1g" "Ppm1g" "Ppm1g"
"670" "Has3" "Has3" "Has3"
"671" "Gm21258" "Sly" "Gm21258"
"672" "Ankrd1" "Ankrd1" "Ankrd1"
"673" "Nsg1" "Nsg1" "Nsg1"
"674" "Emid1" "Emid1" "Emid1"
"675" "Snx9" "Snx9" "Snx9"
"676" "Tmem81" "Tmem81" "Tmem81"
"677" "Gm21894" "Sly" "Gm21894"
"678" "Gm20931" "Sly" "Gm20931"
"679" "Tnc" "Tnc" "Tnc"
"680" "Cntn2" "Cntn2" "Cntn2"
"681" "Dtx1" "Dtx1" "Dtx1"
"682" "Pcgf5" "Pcgf5" "Pcgf5"
"683" "Rchy1" "Rchy1" "Rchy1"
"684" "Man1c1" "Man1c1" "Man1c1"
"685" "1600002H07Rik" "1600002H07Rik" "1600002H07Rik"
"686" "Tle3" "Tle3" "Tle3"
"687" "Mynn" "Mynn" "Mynn"
"688" "Trnt1" "Trnt1" "Trnt1"
"689" "Baz2a" "Baz2a" "Baz2a"
"690" "Gnb1l" "Gnb1l" "Gnb1l"
"691" "Slc22a15" "Slc22a15" "Slc22a15"
"692" "Ercc8" "Ercc8" "Ercc8"
"693" "Gm20804" "Ssty2" "Gm20804"
"694" "Adam33" "Adam33" "Adam33"
"695" "Ly75" "Ly75" "Ly75"
"696" "Batf2" "Batf2" "Batf2"
"697" "Tmem55b" "Tmem55b" "Tmem55b"
"698" "Txnl1" "Txnl1" "Txnl1"
"699" "Mrm1" "Mrm1" "Mrm1"
"700" "Gm21617" "Ssty2" "Gm21617"
"701" "Btg1" "Btg1" "Btg1"
"702" "Gm20907" "Ssty2" "Gm20907"
"703" "Hvcn1" "Hvcn1" "Hvcn1"
"704" "Tsen34" "Tsen34" "Tsen34"
"705" "Gm20921" "Ssty2" "Gm20921"
"706" "Ipo8" "Ipo8" "Ipo8"
"707" "Man1b1" "Man1b1" "Man1b1"
"708" "Apbb2" "Apbb2" "Apbb2"
"709" "Gm20736" "Sly" "Gm20736"
"710" "Dcn" "Dcn" "Dcn"
"711" "Ssty2" "Ssty2" "Ssty2"
"712" "D130043K22Rik" "D130043K22Rik" "D130043K22Rik"
"713" "Adcy3" "Adcy3" "Adcy3"
"714" "Slc17a6" "Slc17a6" "Slc17a6"
"715" "Nox1" "Nox1" "Nox1"
"716" "Ddhd1" "Ddhd1" "Ddhd1"
"717" "1700067P10Rik" "1700067P10Rik" "1700067P10Rik"
"718" "Ccnf" "Ccnf" "Ccnf"
"719" "Gm21127" "Ssty2" "Gm21127"
"720" "Sap30bp" "Sap30bp" "Sap30bp"
"721" "Lonrf2" "Lonrf2" "Lonrf2"
"722" "Glud1" "Glud1" "Glud1"
"723" "Col14a1" "Col14a1" "Col14a1"
"724" "Gm20868" "Ssty2" "Gm20868"
"725" "1700123I01Rik" "1700123I01Rik" "1700123I01Rik"
"726" "Scyl3" "Scyl3" "Scyl3"
"727" "Hectd2" "Hectd2" "Hectd2"
"728" "Mcts1" "Mcts1" "Mcts1"
"729" "Npc1" "Npc1" "Npc1"
"730" "Gm20842" "Ssty2" "Gm20842"
"731" "A530064D06Rik" "A530064D06Rik" "A530064D06Rik"
"732" "Brsk2" "Brsk2" "Brsk2"
"733" "Gm1045" "Gm1045" "Gm1045"
"734" "Adcyap1r1" "Adcyap1r1" "Adcyap1r1"
"735" "Wdr7" "Wdr7" "Wdr7"
"736" "Hmga2" "Hmga2" "Hmga2"
"737" "Pllp" "Pllp" "Pllp"
"738" "Trem1" "Trem1" "Trem1"
"739" "Gm20902" "Ssty2" "Gm20902"
"740" "Gp1bb" "Gp1bb" "Gp1bb"
"741" "Pltp" "Pltp" "Pltp"
"742" "Gm20805" "Ssty2" "Gm20805"
"743" "Rps9" "Rps9" "Rps9"
"744" "Lats2" "Lats2" "Lats2"
"745" "Bai3" "Bai3" "Bai3"
"746" "Sept5" "Sept5" "Sept5"
"747" "Ccl22" "Ccl22" "Ccl22"
"748" "Tnfaip2" "Tnfaip2" "Tnfaip2"
"749" "Oas2" "Oas2" "Oas2"
"750" "Cdkl2" "Cdkl2" "Cdkl2"
"751" "Tspyl4" "Tspyl4" "Tspyl4"
"752" "Gas2" "Gas2" "Gas2"
"753" "Gm20859" "Ssty2" "Gm20859"
"754" "Celsr2" "Celsr2" "Celsr2"
"755" "Trem3" "Trem3" "Trem3"
"756" "Atp6v0a4" "Atp6v0a4" "Atp6v0a4"
"757" "Lrrc34" "Lrrc34" "Lrrc34"
"758" "Car14" "Car14" "Car14"
"759" "Gm20806" "Ssty2" "Gm20806"
"760" "Kif17" "Kif17" "Kif17"
"761" "Stk36" "Stk36" "Stk36"
"762" "Ggnbp2" "Ggnbp2" "Ggnbp2"
"763" "Tanc2" "Tanc2" "Tanc2"
"764" "Gm20916" "Sly" "Gm20916"
"765" "Gm21242" "Ssty2" "Gm21242"
"766" "Zzz3" "Zzz3" "Zzz3"
"767" "C1galt1c1" "C1galt1c1" "C1galt1c1"
"768" "Arl13a" "Arl13a" "Arl13a"
"769" "Nfasc" "Nfasc" "Nfasc"
"770" "Treml4" "Treml4" "Treml4"
"771" "Csrp2bp" "Csrp2bp" "Csrp2bp"
"772" "Synj2" "Synj2" "Synj2"
"773" "Slc19a1" "Slc19a1" "Slc19a1"
"774" "Gm20841" "Ssty2" "Gm20841"
"775" "Whsc1l1" "Whsc1l1" "Whsc1l1"
"776" "6030498E09Rik" "6030498E09Rik" "6030498E09Rik"
"777" "Lum" "Lum" "Lum"
"778" "Nudt16" "Nudt16" "Nudt16"
"779" "Lilrb3" "Lilrb3" "Lilrb3"
"780" "Chst10" "Chst10" "Chst10"
"781" "1700080E11Rik" "1700080E11Rik" "1700080E11Rik"
"782" "Ckap2l" "Ckap2l" "Ckap2l"
"783" "Ankrd29" "Ankrd29" "Ankrd29"
"784" "Kpnb1" "Kpnb1" "Kpnb1"
"785" "Mttp" "Mttp" "Mttp"
"786" "Gm21095" "Sly" "Gm21095"
"787" "BC055324" "BC055324" "BC055324"
"788" "Gpha2" "Gpha2" "Gpha2"
"789" "Gm20856" "Ssty2" "Gm20856"
"790" "Yrdc" "Yrdc" "Yrdc"
"791" "Stc2" "Stc2" "Stc2"
"792" "Smtnl1" "Smtnl1" "Smtnl1"
"793" "Nek11" "Nek11" "Nek11"
"794" "Mfap4" "Mfap4" "Mfap4"
"795" "Ppp2r5b" "Ppp2r5b" "Ppp2r5b"
"796" "Gm21470" "Ssty2" "Gm21470"
"797" "Ppp2r4" "Ppp2r4" "Ppp2r4"
"798" "Frk" "Frk" "Frk"
"799" "Gm21477" "Sly" "Gm21477"
"800" "Gsg1" "Gsg1" "Gsg1"
"801" "Nebl" "Nebl" "Nebl"
"802" "Slc22a17" "Slc22a17" "Slc22a17"
"803" "Lenep" "Lenep" "Lenep"
"804" "Lama3" "Lama3" "Lama3"
"805" "Cx3cl1" "Cx3cl1" "Cx3cl1"
"806" "Erdr1" "Erdr1" "Erdr1"
"807" "Amd2" "Amd2" "Amd2"
"808" "Rnf32" "Rnf32" "Rnf32"
"809" "Flad1" "Flad1" "Flad1"
"810" "Gria3" "Gria3" "Gria3"
"811" "Pptc7" "Pptc7" "Pptc7"
"812" "Efs" "Efs" "Efs"
"813" "Nhlh2" "Nhlh2" "Nhlh2"
"814" "Mkl1" "Mkl1" "Mkl1"
"815" "Pdcl3" "Pdcl3" "Pdcl3"
"816" "Ufd1l" "Ufd1l" "Ufd1l"
"817" "Rps3" "Rps3" "Rps3"
"818" "Ccl17" "Ccl17" "Ccl17"
"819" "Casp7" "Casp7" "Casp7"
"820" "Glipr1" "Glipr1" "Glipr1"
"821" "Il25" "Il25" "Il25"
"822" "Abca3" "Abca3" "Abca3"
"823" "Npas2" "Npas2" "Npas2"
"824" "Treml2" "Treml2" "Treml2"
"825" "4933434I20Rik" "4933434I20Rik" "4933434I20Rik"
"826" "Casq2" "Casq2" "Casq2"
"827" "Kera" "Kera" "Kera"
"828" "Cmtm5" "Cmtm5" "Cmtm5"
"829" "Ciapin1" "Ciapin1" "Ciapin1"
"830" "Cds1" "Cds1" "Cds1"
"831" "Cenpo" "Cenpo" "Cenpo"
"832" "Adra2c" "Adra2c" "Adra2c"
"833" "Timm10" "Timm10" "Timm10"
"834" "Hck" "Hck" "Hck"
"835" "Hmx1" "Hmx1" "Hmx1"
"836" "Crbn" "Crbn" "Crbn"
"837" "Fancg" "Fancg" "Fancg"
"838" "Mefv" "Mefv" "Mefv"
"839" "B430306N03Rik" "B430306N03Rik" "B430306N03Rik"
"840" "Mapk7" "Mapk7" "Mapk7"
"841" "Dbndd1" "Dbndd1" "Dbndd1"
"842" "Nup210" "Nup210" "Nup210"
"843" "Myt1" "Myt1" "Myt1"
"844" "Churc1" "Churc1" "Churc1"
"845" "Dpp7" "Dpp7" "Dpp7"
"846" "Larp7" "Larp7" "Larp7"
"847" "Lrrn2" "Lrrn2" "Lrrn2"
"848" "Il1a" "Il1a" "Il1a"
"849" "Gm15448" "Lilrb3" "Gm15448"
"850" "Syce2" "Syce2" "Syce2"
"851" "Ushbp1" "Ushbp1" "Ushbp1"
"852" "Cks1b" "Cks1b" "Cks1b"
"853" "Stat4" "Stat4" "Stat4"
"854" "Zfp715" "Zfp715" "Zfp715"
"855" "Fntb" "Fntb" "Fntb"
"856" "Zfp395" "Zfp395" "Zfp395"
"857" "Cant1" "Cant1" "Cant1"
"858" "Arrb1" "Arrb1" "Arrb1"
"859" "Zfp263" "Zfp263" "Zfp263"
"860" "Gas8" "Gas8" "Gas8"
"861" "Epha10" "Epha10" "Epha10"
"862" "Mdm4" "Mdm4" "Mdm4"
"863" "Pira2" "Pira1" "Pira2"
"864" "Slc43a1" "Slc43a1" "Slc43a1"
"865" "Ak2" "Ak2" "Ak2"
"866" "Pnoc" "Pnoc" "Pnoc"
"867" "Luzp2" "Luzp2" "Luzp2"
"868" "4930524B15Rik" "4930524B15Rik" "4930524B15Rik"
"869" "Tmem35" "Tmem35" "Tmem35"
"870" "Dclre1a" "Dclre1a" "Dclre1a"
"871" "St8sia3" "St8sia3" "St8sia3"
"872" "Ttyh2" "Ttyh2" "Ttyh2"
"873" "Adamtsl2" "Adamtsl2" "Adamtsl2"
"874" "Ncoa1" "Ncoa1" "Ncoa1"
"875" "Sall1" "Sall1" "Sall1"
"876" "Vps37d" "Vps37d" "Vps37d"
"877" "Siglech" "Siglech" "Siglech"
"878" "2510002D24Rik" "2510002D24Rik" "2510002D24Rik"
"879" "Clgn" "Clgn" "Clgn"
"880" "Gm10123" "Ppia" "Gm10123"
"881" "Trem2" "Trem2" "Trem2"
"882" "Oas3" "Oas3" "Oas3"
"883" "Nsg2" "Nsg2" "Nsg2"
"884" "Pigb" "Pigb" "Pigb"
"885" "Ctnnal1" "Ctnnal1" "Ctnnal1"
"886" "Ubl5" "Ubl5" "Ubl5"
"887" "Zfp106" "Zfp106" "Zfp106"
"888" "Sele" "Sele" "Sele"
"889" "Lyar" "Lyar" "Lyar"
"890" "Rhou" "Rhou" "Rhou"
"891" "Mrpl40" "Mrpl40" "Mrpl40"
"892" "Cd7" "Cd7" "Cd7"
"893" "Spsb4" "Spsb4" "Spsb4"
"894" "Olfr15" "Olfr15" "Olfr15"
"895" "Gm14548" "Pira1" "Gm14548"
"896" "Cenpi" "Cenpi" "Cenpi"
"897" "Zfp174" "Zfp174" "Zfp174"
"898" "Wdfy3" "Wdfy3" "Wdfy3"
"899" "Oog3" "Oog3" "Oog3"
"900" "Il9r" "Il9r" "Il9r"
"901" "Clca2" "Clca2" "Clca2"
"902" "Zfp597" "Zfp597" "Zfp597"
"903" "Mrpl13" "Mrpl13" "Mrpl13"
"904" "Pigo" "Pigo" "Pigo"
"905" "Nup37" "Nup37" "Nup37"
"906" "Nhlrc2" "Nhlrc2" "Nhlrc2"
"907" "Mlxipl" "Mlxipl" "Mlxipl"
"908" "Gm826" "Gm826" "Gm826"
"909" "C1qtnf1" "C1qtnf1" "C1qtnf1"
"910" "Treml1" "Treml1" "Treml1"
"911" "Itgb4" "Itgb4" "Itgb4"
"912" "Gm266" "Gm266" "Gm266"
"913" "Slc25a36" "Slc25a36" "Slc25a36"
"914" "Hira" "Hira" "Hira"
"915" "Eif5" "Eif5" "Eif5"
"916" "Oog2" "Oog2" "Oog2"
"917" "Rab4a" "Rab4a" "Rab4a"
"918" "Sell" "Sell" "Sell"
"919" "Rad9b" "Rad9b" "Rad9b"
"920" "Il1b" "Il1b" "Il1b"
"921" "Anp32e" "Anp32e" "Anp32e"
"922" "4930422G04Rik" "4930422G04Rik" "4930422G04Rik"
"923" "Glt28d2" "Glt28d2" "Glt28d2"
"924" "Elp3" "Elp3" "Elp3"
"925" "Fgf7" "Fgf7" "Fgf7"
"926" "Msrb3" "Msrb3" "Msrb3"
"927" "Cabyr" "Cabyr" "Cabyr"
"928" "Thoc2" "Thoc2" "Thoc2"
"929" "Kpna6" "Kpna6" "Kpna6"
"930" "A630007B06Rik" "A630007B06Rik" "A630007B06Rik"
"931" "Onecut2" "Onecut2" "Onecut2"
"932" "Itsn2" "Itsn2" "Itsn2"
"933" "Shc1" "Shc1" "Shc1"
"934" "Lair1" "Lair1" "Lair1"
"935" "Cirh1a" "Cirh1a" "Cirh1a"
"936" "Otc" "Otc" "Otc"
"937" "Pik3c2b" "Pik3c2b" "Pik3c2b"
"938" "Cstf3" "Cstf3" "Cstf3"
"939" "Selp" "Selp" "Selp"
"940" "Sh3d19" "Sh3d19" "Sh3d19"
"941" "Rpl31" "Rpl31" "Rpl31"
"942" "Rab27a" "Rab27a" "Rab27a"
"943" "Cftr" "Cftr" "Cftr"
"944" "Pbp2" "Pbp2" "Pbp2"
"945" "Ppp1r3c" "Ppp1r3c" "Ppp1r3c"
"946" "Emp1" "Emp1" "Emp1"
"947" "Fech" "Fech" "Fech"
"948" "Olfr3" "Olfr3" "Olfr3"
"949" "Ccdc53" "Ccdc53" "Ccdc53"
"950" "Slc9a1" "Slc9a1" "Slc9a1"
"951" "Epn2" "Epn2" "Epn2"
"952" "Gcdh" "Gcdh" "Gcdh"
"953" "Nfya" "Nfya" "Nfya"
"954" "Mafb" "Mafb" "Mafb"
"955" "Rab15" "Rab15" "Rab15"
"956" "Plcb4" "Plcb4" "Plcb4"
"957" "Fmnl3" "Fmnl3" "Fmnl3"
"958" "Tnks2" "Tnks2" "Tnks2"
"959" "Top1" "Top1" "Top1"
"960" "Adipor2" "Adipor2" "Adipor2"
"961" "Rnps1" "Rnps1" "Rnps1"
"962" "Oas1e" "Oas1e" "Oas1e"
"963" "Tspan7" "Tspan7" "Tspan7"
"964" "Atp6v0e2" "Atp6v0e2" "Atp6v0e2"
"965" "Pigw" "Pigw" "Pigw"
"966" "Stat1" "Stat1" "Stat1"
"967" "Fmn1" "Fmn1" "Fmn1"
"968" "Pin1" "Pin1" "Pin1"
"969" "Syt17" "Syt17" "Syt17"
"970" "Lrrc61" "Lrrc61" "Lrrc61"
"971" "Aldh5a1" "Aldh5a1" "Aldh5a1"
"972" "Dtwd1" "Dtwd1" "Dtwd1"
"973" "F830045P16Rik" "F830045P16Rik" "F830045P16Rik"
"974" "Siglecg" "Siglecg" "Siglecg"
"975" "Mark3" "Mark3" "Mark3"
"976" "Olfm2" "Olfm2" "Olfm2"
"977" "Tbc1d8" "Tbc1d8" "Tbc1d8"
"978" "F5" "F5" "F5"
"979" "Sap18" "Sap18" "Sap18"
"980" "Coq7" "Coq7" "Coq7"
"981" "Ninj1" "Ninj1" "Ninj1"
"982" "Tfam" "Tfam" "Tfam"
"983" "1700037C18Rik" "1700037C18Rik" "1700037C18Rik"
"984" "Mmp23" "Mmp23" "Mmp23"
"985" "Vegfc" "Vegfc" "Vegfc"
"986" "BC051665" "BC051665" "BC051665"
"987" "Serac1" "Serac1" "Serac1"
"988" "Grin2b" "Grin2b" "Grin2b"
"989" "Mid1ip1" "Mid1ip1" "Mid1ip1"
"990" "Mtbp" "Mtbp" "Mtbp"
"991" "Cyb561" "Cyb561" "Cyb561"
"992" "Sectm1b" "Sectm1b" "Sectm1b"
"993" "Hdac2" "Hdac2" "Hdac2"
"994" "Ttll4" "Ttll4" "Ttll4"
"995" "Glipr1l2" "Glipr1l2" "Glipr1l2"
"996" "4931408C20Rik" "4931408C20Rik" "4931408C20Rik"
"997" "Dnase1l2" "Dnase1l2" "Dnase1l2"
"998" "Mbd3" "Mbd3" "Mbd3"
"999" "Gm597" "Gm597" "Gm597"
"1000" "Cluap1" "Cluap1" "Cluap1"
"1001" "Col5a3" "Col5a3" "Col5a3"
"1002" "Rarres2" "Rarres2" "Rarres2"
"1003" "Klf5" "Klf5" "Klf5"
"1004" "Samd7" "Samd7" "Samd7"
"1005" "Drp2" "Drp2" "Drp2"
"1006" "Tmem129" "Tmem129" "Tmem129"
"1007" "B3gnt5" "B3gnt5" "B3gnt5"
"1008" "Abhd8" "Abhd8" "Abhd8"
"1009" "Ppp1r15b" "Ppp1r15b" "Ppp1r15b"
"1010" "Fkbp10" "Fkbp10" "Fkbp10"
"1011" "Tspan18" "Tspan18" "Tspan18"
"1012" "Dhx30" "Dhx30" "Dhx30"
"1013" "Znrf3" "Znrf3" "Znrf3"
"1014" "Dnajb12" "Dnajb12" "Dnajb12"
"1015" "Osbpl1a" "Osbpl1a" "Osbpl1a"
"1016" "Ttyh1" "Ttyh1" "Ttyh1"
"1017" "Clca4" "Clca4" "Clca4"
"1018" "Nars" "Nars" "Nars"
"1019" "Slc19a2" "Slc19a2" "Slc19a2"
"1020" "Cdca8" "Cdca8" "Cdca8"
"1021" "Grap" "Grap" "Grap"
"1022" "Oas1c" "Oas1c" "Oas1c"
"1023" "Scoc" "Scoc" "Scoc"
"1024" "Tdrd1" "Tdrd1" "Tdrd1"
"1025" "E4f1" "E4f1" "E4f1"
"1026" "Cmas" "Cmas" "Cmas"
"1027" "Apobec2" "Apobec2" "Apobec2"
"1028" "4930486L24Rik" "4930486L24Rik" "4930486L24Rik"
"1029" "Pclo" "Pclo" "Pclo"
"1030" "Tubgcp5" "Tubgcp5" "Tubgcp5"
"1031" "Gpld1" "Gpld1" "Gpld1"
"1032" "Repin1" "Repin1" "Repin1"
"1033" "Atp2b1" "Atp2b1" "Atp2b1"
"1034" "Klhl6" "Klhl6" "Klhl6"
"1035" "Mecr" "Mecr" "Mecr"
"1036" "Plekha6" "Plekha6" "Plekha6"
"1037" "Caps2" "Caps2" "Caps2"
"1038" "Slco2b1" "Slco2b1" "Slco2b1"
"1039" "Aste1" "Aste1" "Aste1"
"1040" "Coq9" "Coq9" "Coq9"
"1041" "Gtf2h5" "Gtf2h5" "Gtf2h5"
"1042" "Tpbpb" "Tpbpb" "Tpbpb"
"1043" "Klf12" "Klf12" "Klf12"
"1044" "Sirpa" "Sirpa" "Sirpa"
"1045" "Ckb" "Ckb" "Ckb"
"1046" "9230110C19Rik" "9230110C19Rik" "9230110C19Rik"
"1047" "Stoml2" "Stoml2" "Stoml2"
"1048" "Unc5cl" "Unc5cl" "Unc5cl"
"1049" "Sncg" "Sncg" "Sncg"
"1050" "Klhl24" "Klhl24" "Klhl24"
"1051" "Blzf1" "Blzf1" "Blzf1"
"1052" "Ctla2a" "Ctla2a" "Ctla2a"
"1053" "Ei24" "Ei24" "Ei24"
"1054" "Rbms2" "Rbms2" "Rbms2"
"1055" "Lim2" "Lim2" "Lim2"
"1056" "Defb1" "Defb1" "Defb1"
"1057" "Lrrn1" "Lrrn1" "Lrrn1"
"1058" "Mllt10" "Mllt10" "Mllt10"
"1059" "Tpbpa" "Tpbpa" "Tpbpa"
"1060" "Ace" "Ace" "Ace"
"1061" "Defb50" "Defb50" "Defb50"
"1062" "Bcor" "Bcor" "Bcor"
"1063" "Tulp4" "Tulp4" "Tulp4"
"1064" "Bag5" "Bag5" "Bag5"
"1065" "Tacc3" "Tacc3" "Tacc3"
"1066" "Oas1b" "Oas1b" "Oas1b"
"1067" "Ctsj" "Ctsj" "Ctsj"
"1068" "AK129341" "AK129341" "AK129341"
"1069" "Hdac11" "Hdac11" "Hdac11"
"1070" "Yeats2" "Yeats2" "Yeats2"
"1071" "Atp8b1" "Atp8b1" "Atp8b1"
"1072" "Stag2" "Stag2" "Stag2"
"1073" "Phf3" "Phf3" "Phf3"
"1074" "Xbp1" "Xbp1" "Xbp1"
"1075" "Lrfn2" "Lrfn2" "Lrfn2"
"1076" "Pla2r1" "Pla2r1" "Pla2r1"
"1077" "Zfp775" "Zfp775" "Zfp775"
"1078" "Golt1a" "Golt1a" "Golt1a"
"1079" "Cyp27a1" "Cyp27a1" "Cyp27a1"
"1080" "Ctsq" "Ctsq" "Ctsq"
"1081" "Gimap8" "Gimap8" "Gimap8"
"1082" "Max" "Max" "Max"
"1083" "Wnt5b" "Wnt5b" "Wnt5b"
"1084" "Polr2c" "Polr2c" "Polr2c"
"1085" "Prpsap2" "Prpsap2" "Prpsap2"
"1086" "Taf7l" "Taf7l" "Taf7l"
"1087" "Ptp4a1" "Ptp4a1" "Ptp4a1"
"1088" "Kiss1" "Kiss1" "Kiss1"
"1089" "Nkg7" "Nkg7" "Nkg7"
"1090" "Gimap9" "Gimap9" "Gimap9"
"1091" "Mocs1" "Mocs1" "Mocs1"
"1092" "Rhbdf1" "Rhbdf1" "Rhbdf1"
"1093" "Lemd3" "Lemd3" "Lemd3"
"1094" "Rnf149" "Rnf149" "Rnf149"
"1095" "D630045J12Rik" "D630045J12Rik" "D630045J12Rik"
"1096" "Marcks" "Marcks" "Marcks"
"1097" "Caskin1" "Caskin1" "Caskin1"
"1098" "Nme7" "Nme7" "Nme7"
"1099" "Fut8" "Fut8" "Fut8"
"1100" "Mchr1" "Mchr1" "Mchr1"
"1101" "Olfr354" "Olfr354" "Olfr354"
"1102" "Sumf1" "Sumf1" "Sumf1"
