"gene name","entrez"
"Tcea1","68203475",
"Stau2","73834553",
"E130309D14Rik","74743465",
"Ifnar2","69169301",
"Slc39a5","1646",
"Cdkal1","638714",
"L1cam","621",
"2310028O11Rik","71212141",
"Slc35a3","2610",
"Ptprr","71377856",
"Tmprss4","2684",
"Irak3","70278087",
"Qrich1","74359413",
"Lgals7","70918892",
"Tbcd","69980178",
"Ranbp10","71612185",
"Dapl1","70218691",
"Scaper","74277342",
"Gm13490","74581211",
"Slc25a4","68797490",
"Mapkapk5","71610881",
"LOC381742","70596107",
"Arsi","77620267",
"Mak16","70445449",
"Msra","69015536",
"Lpar5","69257666",
"Rfx1","897",
"Marcksl1","671",
"Clu","77800883",
"Tmem146","71493699",
"Treml4","75990425",
"Adam29","76080967",
"Olfr984","74735021",
"Angel1","545126",
"Tas2r118","70302348",
"Ccdc50","71832844",
"Tmem132c","72283402",
"9830128D06Rik*","73808486",
"Otog","71920469",
"Gpr50","69859718",
"Fam60a","1879",
"Sfta2","72076509",
"Bace1","69528046",
"Dbh","79913340",
"Olah","68441466",
"Gzmb","512751",
"Xpnpep2","80342131",
"Nov","75496139",
"Pde6g","68443280",
"Tdh","77790726",
"Mki67","1382",
"LOC434854","71022433",
"Kng2","76081916",
"Zfp229","69288692",
"LOC434061","70787239",
"Plin5","176775",
"Trip12","67815967",
"Zbtb26","70228543",
"Slc30a7","78534508",
"LOC434392","71022274",
"9330003I22Rik*","73949424",
"LOC433390","70723205",
"Postn","74822937",
"H1f0","70431343",
"Hdac5","69734965",
"Accn1","70430802",
"Spag7","69014949",
"Morn3","68342135",
"Hk3","74578305",
"Farp2","68269628",
"Duxbl","68844516",
"Gm1078","70299971",
"Nudt12","69014668",
"Gm205","76081014",
"Zfp595","75197546",
"LOC433417","74430912",
"Pdha1","293257",
"Gcap14","71210328",
"Aes","69524404",
"BB288505","74514282",
"F530204I15Rik*","73767392",
"Cldn9","75831774",
"Spire2","70439171",
"Slco2b1","69874096",
"Dnalc4","68910952",
"BC048502","69113883",
"Gpr22","74635731",
"9930104L06Rik","69447876",
"Evx2","68918958",
"Eif2c2","69169941",
"Hopx","2298",
"Ypel4","71213204",
"Hltf","69816894",
"Rps19bp1","69854175",
"AI450948","69524539",
"Nptn","74581026",
"Gpr143","69257456",
"1810064F22Rik","74000696",
"1300010F03Rik","70200920",
"Ddx42","81600130",
"Arpc1b","67979031",
"Nipal2","641522",
"LOC432531","70608598",
"Podxl2","75692873",
"Slc35f3","69873923",
"Ccdc93","69013092",
"Apeh","68498854",
"Pdia5","68077018",
"LOC386468","70608421",
"2310057J18Rik","68342129",
"C230009H10Rik","69530870",
"Pitpnm1","68845371",
"Ptpn13","69028432",
"Tubd1","69549152",
"Cryaa","2128",
"Zfp292","73497238",
"Gstm4","678685",
"S100a1","70429411",
"Far1","74990480",
"Chrna6","75551481",
"Defb4","71991726",
"Ppbp","76081001",
"Sik2","71281740",
"Rgag1","70295590",
"Eif3h","67765724",
"Zfp764","71612198",
"Vmn1r231","69442222",
"Ccdc61","74513866",
"Hdac1","69734953",
"Arhgap42","71668369",
"Pkd2","69863247",
"Ell","532704",
"Gm15104","70595907",
"Rybp","68843847",
"Acy1","68300962",
"Clptm1l","1676",
"Gpr85","1739",
"Jun","2334",
"Pcsk5","77910649",
"Ptger3","71325384",
"D530031E19Rik*","73808414",
"Nup205","71234692",
"Ppp2r5c","73927607",
"Socs3","68911020",
"3110035E14Rik","69407469",
"Dcakd","68861698",
"Gm5441","71808454",
"Srsf4","641542",
"Lonp1","69817378",
"Polr2b","686189",
"Dlgap4","68499267",
"Gm1045","76081020",
"Hcrt","79913316",
"Galr2","79903762",
"Xrn2","69080039",
"Prokr2","69257636",
"mCG1048826","74510254",
"Sox18","119681",
"Gba","1612",
"Uox","68410422",
"Papolg","69014878",
"Myh7","75197558",
"Slc22a15","72005995",
"LOC214488","70295703",
"Opa1","77620792",
"Pramef8","68918703",
"Sgk3","67978785",
"mCG145435","71212174",
"Zmym2","69290812",
"AI314976","69169767",
"Ggct","69447894",
"Pwwp2b","70300965",
"Rmnd5b","638726",
"Ccdc88a","71723845",
"9430016H08Rik","70445550",
"Fam19a2","71281764",
"Cnpy2","70539157",
"Cox18","71495938",
"Slc6a12","78534516",
"Dkc1","70305484",
"9230014I20Rik*","73906167",
"Calb1","75496471",
"C130018E23Rik*","73811603",
"Arl16","392925",
"Smtn","68300821",
"Slc4a1ap","68844361",
"Nefm","69782174",
"Iscu","69012938",
"Ly75","69736346",
"Hes3","2288",
"Neurog3","77464994",
"4931432E15Rik","71892053",
"Zfp85-rs1","74743402",
"Ckmt2","70543062",
"Gnb2","514",
"Cldn16","71579891",
"Mm.208903","71152396",
"Zfp87","68637874",
"M6pr","69134268",
"Gsx1","77800891",
"Cd99l2","68637898",
"Art2a-ps","71892370",
"Amz1","69445379",
"Vwa2","76003617",
"Mm.359809","71209940",
"Vwc2","69514494",
"Spef2","69530923",
"Adamts15","69514792",
"Cramp1l","69028545",
"Gpr113","69257403",
"Mm.325302","71158964",
"D830035M03Rik","70238770",
"Atp9a","69838745",
"Cytsa","385999",
"Kcnab2","1755",
"Orm2","75831770",
"Myeov2","74581062",
"C030046E11Rik","73906137",
"Elof1","67815555",
"Ccnjl","71832982",
"Eya4","74509488",
"Alg11","69262233",
"Tpbpa","70191985",
"Tas2r144","70302419",
"Gripap1","74821691",
"Galnt7","70276849",
"8430432A02Rik","72081567",
"Hs6st2","69116691",
"Gipc2","686219",
"Bmper","77465060",
"Slc39a6","70474761",
"Glp2r","81600112",
"Fbxl15","71587643",
"Dstn","69671630",
"Angel2","67767464",
"Ptpn11","77620471",
"Ddx59","68795405",
"Cars2","71808421",
"Gm807","70298292",
"Enpp4","74357719",
"9030407P20Rik","71212156",
"Ptger2","79534953",
"Add3","68795422",
"Rnf41","70439117",
"Cnot1","68546440",
"H3f3b","70545976",
"Rnf219","76098408",
"Olfr1120","73635532",
"Ring1","69079988",
"Ngef","69201582",
"Vrk3","68196941",
"Osbpl1a","71763540",
"Ift52","678709",
"Ccdc132","70474863",
"Fbxw9","69080023",
"Lnpep","77465066",
"Golm1","69080045",
"Gm5938","74736462",
"Mmp7","74430882",
"4833408D11Rik","73635401",
"Nmur1","69257618",
"Smpd3","74822931",
"Pwwp2a","71380501",
"8430408G22Rik","68546323",
"Zbtb7c","70528276",
"Tor1aip2","81600562",
"Fam120b","71724792",
"Tsc22d4","74581363",
"Ltbp1","74580889",
"Gdf7","81790674",
"4931403M11Rik","70218456",
"Ankrd53","71283534",
"Aqp3","248558",
"Zfhx2as","72183010",
"Hist1h2ag","77620449",
"Nphp3","76003713",
"4933416E14Rik","71022906",
"Ptges","70565141",
"Napepld","70300294",
"Cnbp","70593287",
"Olfr867","74734979",
"Lonp2","71764547",
"Rsph9","671226",
"Ankrd11","70203603",
"Tmem132d","71161066",
"Tbxa2r","69288363",
"LOC381575","70725067",
"Rsf1","73513820",
"Ly6c1","69736340",
"Top1mt","70191949",
"Zfp81","70303600",
"Rnf13","70813281",
"2700078K21Rik","70445461",
"Xpo5","69014967",
"Sema4d","949",
"Mgll","69015242",
"Ndufa5","68522460",
"Acot3","71210852",
"Fxr2","68862108",
"Ulk4","69443070",
"F830002L21Rik","73767311",
"Akr1d1","68637659",
"Mettl14","68667144",
"Myo5a","69782013",
"Il1rapl1","70278045",
"Myoz1","67792213",
"Npffr2","69257642",
"1700013F07Rik","71211440",
"C330049O21Rik","71021009",
"Stk36","71152497",
"C630002N23Rik","74513872",
"Oxa1l","532710",
"Tlx2","81655554",
"Nktr","73423868",
"Rbm19","80341219",
"Tiam1","79906727",
"Apoc2","68632196",
"1500015L24Rik","70598395",
"Mterfd3","68924614",
"1700016D06Rik","69114926",
"2410076I21Rik","74635556",
"Col25a1","70305622",
"Clec4n","71656062",
"Cndp2","68442967",
"Rel","69289793",
"Pcolce2","68797601",
"Fez1","68632051",
"Gm5752","74736318",
"Bap1","69528082",
"Fbxl14","532747",
"1110051M20Rik","67936384",
"Scnn1a","69288315",
"Rab40b","69817874",
"A330035P11Rik","69448014",
"Apom","68410530",
"Plscr2","75990837",
"Ccdc103","74634853",
"Pwwp2b","71211770",
"Atp6v0e2","69059973",
"Polrmt","69816697",
"Neu2","69782198",
"Bclaf1","68498325",
"Eln","69262291",
"Mff","71486943",
"Cd99","75198142",
"Chd8","68844247",
"1700013F07Rik","70609149",
"Tac1","1040",
"Gm471","74735325",
"mCG1049263","71022942",
"Med12","68844098",
"Hnrpll","71148058",
"Tinf2","77620425",
"Stk32c","67881761",
"Nrtn","69117402",
"Kcnj6","611",
"Mybl2","68798489",
"Dmrt1","69288896",
"Xrra1","73584771",
"Hace1","69734899",
"Gm22","70276921",
"Ogfod1","68196917",
"Rhbdl1","583574",
"Aste1","69352828",
"Slc22a1","78534490",
"Rab8b","68844618",
"BC061237","70526065",
"Cer1","2092",
"LOC432617","70611126",
"Cux1","79394357",
"2310037I24Rik","81599630",
"C130074G19Rik","71496025",
"Gpr101","79913276",
"1700014D04Rik","76081049",
"Tas2r131","70302384",
"Adam33","74509572",
"Olfr982","74277399",
"Mex3c","70539154",
"Fbxw4","68441616",
"Chrm3","2096",
"Chia","68631990",
"Pcdhb17","1909",
"A230044A09Rik*","73906286",
"Fign","68844648",
"A230006K03Rik","71210025",
"Six4","70593347",
"Zfp330","70474077",
"Stmn4","1008",
"Stk11","69887349",
"Clec3a","74735295",
"Zscan5b","70303492",
"2610015P09Rik","70295649",
"9330102E08Rik","69446613",
"Morc3","71213210",
"Caskin1","69288836",
"Mthfd2","601185",
"Sprr2d","75198202",
"Tlk1","70302503",
"Rab40c","68196918",
"Rwdd2b","68076532",
"Casc3","69540387",
"Rpl35","68441496",
"Gapdh","70276861",
"LOC545297","74736426",
"9430029A11Rik","70228137",
"Mus81","199202",
"Pi4ka","69783190",
"Naa25","71281168",
"Mrps22","68743996",
"Lmo7","71920429",
"G0s2","71232703",
"Smoc1","70473999",
"Dsg4","77800909",
"Lect1","68924853",
"Mm.297635","71161489",
"Prpf4b","69134493",
"Fam173a","71832850",
"Gad1","75492774",
"Cic","71307244",
"Atp6v1c1","70539160",
"Ddr1","69626705",
"Scara5","68342342",
"4930465K10Rik","70218175",
"9830147P19Rik","70228239",
"Clec4a3","71991953",
"Defb12","69626837",
"E130016E03Rik","1489",
"Asb14","70231028",
"Pgm1","68666947",
"Gm4934","70566217",
"Tbk1","71020898",
"Foxd2","81790678",
"Cdcp2","71809373",
"Agphd1","70719035",
"Igfbp3","79912577",
"Chst1","68522466",
"Tac1","1039",
"Gpr61","69257606",
"Klraq1","69352920",
"Odf1","71920457",
"Pde3a","69782921",
"Tsc1","71152378",
"2900006K08Rik","73497765",
"Tnip1","68443063",
"Bend7","76003521",
"D030018L15Rik","70238052",
"Tas2r116","73573241",
"Ehmt1","71808582",
"Itgb8","70278105",
"Tnni3k","74276886",
"Pla2g12a","70919197",
"Aox3","69526689",
"Dennd1c","68498241",
"4833420G17Rik","69838755",
"2310079G19Rik","75990428",
"Cytl1","69407989",
"Ccdc96","69407815",
"Txndc9","68546416",
"1600012P17Rik","70200982",
"Pamr1","76135459",
"Syt1","1016",
"Slc39a13","69169505",
"Adssl1","71608530",
"Gja10","69672886",
"Ctdsp2","70812675",
"Gm4836","69174439",
"Tcea3","1871",
"Fam47a-ps","70205608",
"Alx1","68798555",
"Samd4","69114866",
"Pcdhga2","74277412",
"Atp8a2","69527000",
"Irf8","79536566",
"Tmem44","71020969",
"Fbxo40","71232661",
"Tmcc1","69407523",
"1110032A03Rik","68631923",
"Nans","67979040",
"Rab27b","68545818",
"Fam163b","69531097",
"Snai1","70439159",
"2010007H06Rik","74359347",
"Ndufv2","68080679",
"Dfna5","71496429",
"1700012A16Rik","69353541",
"Txlng","74513911",
"Myf6","69289435",
"Cel","68269293",
"P4ha3","69782634",
"2200001I15Rik","73716543",
"Bckdha","68443080",
"Copz1","385996",
"Kcnip1","1761",
"Ppt1","70919041",
"Ankrd39","69446595",
"LOC433764","70786773",
"Gm1630","70298567",
"7420444D23Rik*","73927718",
"Gart","77455064",
"Zfp110","71763661",
"Kctd16","70278130",
"Snx33","69671756",
"Mgst1","68269646",
"Hnf4g","74821608",
"Arl2bp","68910953",
"Nhp2l1","68633125",
"9530080O11Rik","73606630",
"Xpo7","68151347",
"Mapk13","2398",
"4732415M23Rik","69407648",
"Vps4b","513252",
"Masp2","68301389",
"Slc13a4","69873809",
"Tia1","68160841",
"Eif4ebp1","68191444",
"Dbn1","75694702",
"LOC432588","70611066",
"Sox13","71724551",
"Zfp346","68667817",
"Igdcc3","75831725",
"Zfp259","67792180",
"Ascl2","80526204",
"Slc6a20b","68321802",
"Treml1","71489792",
"Col6a3","73712714",
"Ptpn3","70786719",
"Utp3","68196936",
"Rps15","68321982",
"Kpnb1","70429285",
"Slamf1","80342050",
"Il4","68545899",
"Gpr173","69236718",
"March5","68743883",
"4932422M17Rik","74265237",
"Myom2","71234528",
"Chga","2094",
"Fabp1","73423693",
"Kynu","71833014",
"Hormad1","69113967",
"A230096H11Rik*","73949614",
"Gpr115","74003408",
"Gypc","68522350",
"Il11ra2","71232830",
"Tsfm","69015404",
"Ctxn2","74000672",
"BC049702","70525770",
"Gm757","70298316",
"Serpinb1c","74822589",
"Abcc3","69514606",
"Gltscr1","70566310",
"Cuedc1","532736",
"Rsu1","632495",
"Nov","75496137",
"A730020M07Rik","69548789",
"Cacna1i","70566256",
"C030016D13Rik","69530720",
"Cbx3","68633306",
"Hars","555",
"Med11","76135645",
"Cyp4f17","70724965",
"Tas2r113","70302336",
"4632411B12Rik","70610379",
"Gpr161","74003393",
"Ccdc59","68522320",
"Ctrc","71991666",
"Zswim4","70523674",
"Brcc3","70431205",
"Emx1","74990477",
"Hpca","75750508",
"Zranb3","71809379",
"Nfatc2","70437816",
"Cops6","75695664",
"Scamp2","69015805",
"Adcy3","76",
"Avpr2","74509500",
"Olfr1361","73635604",
"Sema7a","957",
"Myocd","76081911",
"Atp8a1","69526994",
"Kcnh3","71393472",
"Smarcc1","69874174",
"Rab11fip2","70300977",
"2310044H10Rik","71486931",
"Tspyl1","393194",
"Parvb","69782760",
"Hnrnpf","68637503",
"Larp4b","69816541",
"Gm1564","71529845",
"Rit1","69059924",
"1110002N22Rik","69352846",
"Ccdc54","69114785",
"Pomt2","68798873",
"A230034C19Rik*","73949526",
"Pnpla7","69134232",
"B430203M17Rik","69527950",
"Copb2","1342",
"Anapc4","68342324",
"AI593442","69526372",
"LOC435291","71456134",
"Arl6ip5","512774",
"Pprc1","513021",
"Ccl20","68744654",
"Hcfc2","69407074",
"Ambp","71723857",
"Pvalb","75457580",
"Klhl7","69059850",
"Nhlrc1","69782240",
"Hap1","553",
"Fam101b","71492814",
"Tcf25","70813347",
"Rims4","71020888",
"Sgk1","79903782",
"A430093F15Rik","70228436",
"A430079D01Rik*","73808564",
"Pdk2","68797489",
"D630042P16Rik","71808661",
"Taok2","72081744",
"Krt81","70724906",
"Gdf2","70276873",
"Tnfaip8l3","77793195",
"Inhbe","80341111",
"Agt","88",
"Zc3hav1","71210103",
"Fam188b","75990481",
"Phrf1","71495173",
"Lcmt2","69736058",
"Xrcc1","69014746",
"B3gnt9-ps","69531109",
"Pvrl3","100055047",
"LOC546959","74736504",
"Sun3","71808674",
"1700010L04Rik","72081783",
"Dmgdh","69626921",
"Bcas3","69529256",
"Rbak","70303618",
"Slc25a39","69407409",
"5230400M03Rik","72182981",
"Upk3a","70302920",
"Serpinb6a","69028491",
"BC107364","70429076",
"Trhde","79677195",
"9130019P16Rik","70228022",
"1700029P11Rik","70201397",
"Pkd1l2","69258298",
"Vamp1","69262346",
"Olfr225","74720928",
"Slc39a7","69873953",
"Psmb6","69080020",
"2810025M15Rik","70524258",
"Ccl22","68301341",
"Olfr70","68745486",
"Serinc4","74277634",
"Rad54l2","71280925",
"Mm.91240","71210466",
"Vps26a","68442901",
"Serpinb9g","68910984",
"Prss54","72283462",
"Ppp1r7","833",
"Snhg10","73512519",
"Hoxc9","74635683",
"Ddx58","69626825",
"Tmem132a","69080015",
"Kdelr1","119687",
"1700048O20Rik","74357863",
"Klhl24","1983",
"Fbln1","2206",
"Atox1","68744498",
"Cntn2","73497519",
"Tnfsf9","69981233",
"Zfp131","69028462",
"Krtap13-1","68744767",
"9930032O22Rik","72471694",
"Crk","79904741",
"Tom1","513013",
"Ampd3","67765723",
"Dgka","71148109",
"Fcer1a","69672384",
"Helb","69734977",
"Pdia2","71920279",
"Insl6","69549175",
"2310014L17Rik","69202376",
"Zbtb22","67814219",
"Ubr3","70598385",
"Rbm10","513249",
"Hlf","567",
"Gm1914","70300067",
"Dip2a","2148",
"1700081L11Rik","68667772",
"Gcfc1","71724786",
"Pigyl","199214",
"AI504432","69524633",
"Akr1c12","68301359",
"Serinc2","75828193",
"Barhl2","81659531",
"Nfya","70919215",
"Gm766","71764443",
"Mark1","71789795",
"Rims1","73514899",
"Abcc10","70305377",
"4930563I02Rik","72076671",
"1700056E22Rik","74635054",
"Arhgap5","115",
"Lsm11","71488756",
"Taf1d","1318",
"Efcab4a","69529023",
"Zfp36l1","70445341",
"Lsm1","74822938",
"8430417E04Rik*","73927694",
"Arhgap25","69526815",
"BC003267","73496911",
"Pglyrp1","104595",
"Bst1","77904873",
"Rad51l3","74821547",
"1700065J11Rik","71920147",
"3110002H16Rik","671231",
"Rnf144b","68151415",
"Ddah1","70431283",
"Psip1","70565135",
"Steap1","70302276",
"Ptpn5","71378389",
"1810010K12Rik","74359317",
"Serpina4-ps1","74276876",
"Fmo5","70528671",
"Golph3","69013483",
"Ndufb7","68545312",
"Fgf5","69672438",
"Upb1","68445961",
"Mul1","587440",
"LOC226990","74514049",
"Krt40","72283641",
"Madd","69236700",
"Ccdc126","69444819",
"Chrnb2","2098",
"Chchd7","70445664",
"Spns1","532670",
"Hoxa4","69289141",
"Dzip3","72283348",
"D130007C19Rik","69608477",
"Rps6kl1","68148754",
"Dstyk","71020889",
"LOC546247","74431819",
"A330043C09Rik","71494672",
"Olfr705","73653494",
"Ccdc74a","71212247",
"9530053A07Rik","71809139",
"Rab3a","68924503",
"Zfp282","68162195",
"Arl4d","70230993",
"Egflam","70231068",
"Mbd6","69608441",
"Mzf1","74431372",
"Tspan31","70473993",
"Trim3","67765712",
"G6pdx","69672695",
"Uqcrc1","68321668",
"Ndufb11","67764909",
"Trappc9","68441604",
"LOC432744","74579497",
"Ldhal6b","69117038",
"Arrb2","71992067",
"A4gnt","71569169",
"Zfp326","70474071",
"Atpaf1","69262300",
"LOC432785","70611305",
"Fv1","68667970",
"Ccdc113","69838722",
"Fastkd5","68667940",
"Cstb","1344",
"Mamld1","70276843",
"Prl7d1","69783316",
"Mical3","71281123",
"Uqcc","69202609",
"Fam38a","68443399",
"Ikbip","69014901",
"Rnase6","71832868",
"Ankrd17","77620263",
"Maob","69736456",
"Kif5c","69735801",
"Vwa1","67792190",
"Smpd2","68301323",
"Paics","68637611",
"A930031F24Rik*","73808349",
"4921534K20Rik*","73834547",
"Alpk2","70277913",
"I920196L20Rik*","73731358",
"Gm5079","71574588",
"Spint2","70565264",
"Tnks2","69443433",
"C87499","68667649",
"Rnf186","75694863",
"D630004N19Rik","69608989",
"Trim8","72004448",
"Upk1b","68745269",
"Hnf1b","1542",
"Patl1","68919012",
"Pkn1","71656704",
"A930013B10Rik","70228621",
"Vwa3b","70525781",
"Gpc4","1618",
"Mtap1a","71570736",
"Ncrna00085","74580038",
"Sox2ot","69527782",
"C530030P08Rik","73870623",
"Hiatl1","227738",
"Rai14","69816757",
"Keap1","75831721",
"Tbx15","69290591",
"C230013L11Rik","69530882",
"LOC214238","70565945",
"1700006A11Rik","72471734",
"Gm5172","70725085",
"2610507I01Rik","74265273",
"Isca2","71211596",
"Phlda1","68080675",
"Gm11538","70611078",
"Gm12541","71569241",
"Epgn","71021170",
"Ogfod2","69169797",
"Chd9","69548915",
"Bola1","68910981",
"Hmbox1","73949722",
"Pigv","69838553",
"Nfkbib","69549166",
"Gm5103","71808478",
"Psme1","69816715",
"D830046C22Rik","71021167",
"1700028P14Rik","69114328",
"Scand3","75985869",
"Olfr1441","74720832",
"Ppox","68076525",
"Dhx57","69288668",
"1700040F15Rik","72182943",
"Cd8b1","68151390",
"Defb21","71764898",
"Scn1b","77454673",
"Ppp2r2d","70784988",
"Ltf","633694",
"Zfp760","75197582",
"LOC436099","71022657",
"Dhx8","67815961",
"Setd8","73584831",
"BC017643","76098402",
"Trappc6a","68191252",
"Prodh2","69549266",
"Gzmk","69734869",
"A830093I24Rik","70717982",
"Apbb2","69526719",
"Aldh4a1","69014524",
"Gspt2","69734791",
"E030026I10Rik","70238967",
"Mid1","73927724",
"Gm5515","70723032",
"LOC432560","70608610",
"6330439K17Rik","71808860",
"LOC434002","71892316",
"2310021P13Rik","73834511",
"Mbnl1","75934934",
"Ccdc15","76080956",
"Foxj3","68798181",
"Sdha","67815548",
"Arf4","69526785",
"Mbd4","69169929",
"Rab11fip5","74059272",
"Arhgef37","69443244",
"Olfr366","74724061",
"Wdr52","70305670",
"Amh","69526577",
"Nol4","69782300",
"Tmem220","69448984",
"Echs1","69671869",
"Cox7a2l","81599622",
"Eif4e3","71656063",
"2210407C18Rik","74990506",
"Scfd2","69873439",
"Prom2","68498519",
"Gm13889","74076108",
"Crk","70918904",
"Dnajc10","68196955",
"Pvalb","75496619",
"Brwd1","1110",
"Npat","71234634",
"Sh3glb2","69549263",
"Kif20a","69735771",
"Prss50","76003338",
"Zfp866","70305676",
"Cdhr2","69529107",
"Dpysl2","74510104",
"Fhit","75990503",
"Mcam","68196927",
"Tcfap4","69012711",
"Ptprk","71378456",
"Tas2r108","70302330",
"Olfr745","74734932",
"A130030D18Rik","74277353",
"Olfr420","74724091",
"LOC435066","71022439",
"Pex5l","77620293",
"Mbl1","75827131",
"Col27a1","71579936",
"Tshz3","69817121",
"Rad51l1","69028593",
"Celf4","71161411",
"Dnahc2","74509596",
"LOC235580","70566157",
"1700026L06Rik","69116373",
"LOC545352","70723116",
"Romo1","70303761",
"Rpusd2","69407779",
"Gna12","71529869",
"Exosc10","68161479",
"Higd1c","73617666",
"6720401G13Rik","70227926",
"Pfn3","71212677",
"Yipf6","68797691",
"Tbc1d9","68919024",
"Rabgap1l","69134220",
"Kdm2b","68844630",
"Gabrr2","79760466",
"Plk1s1","70295882",
"Tcfe3","69290639",
"Ly6g6c","74427074",
"Plcxd1","69170246",
"Cdkn1c","75198136",
"LOC433175","71832937",
"Sin3b","69169397",
"1700011E24Rik","72081659",
"Lrrc32","70787591",
"Olfr513","74822886",
"1110059M19Rik","71232593",
"Cadm4","69735299",
"Slc22a13","1664",
"F730049H03Rik*","73731259",
"Dusp1","71608353",
"Slc35f1","69873917",
"LOC432625","70611132",
"Egr3","73606485",
"F830221E22Rik*","73748728",
"Nceh1","69527770",
"Leng1","76098383",
"LOC432809","74822591",
"B4galnt4","71211764",
"E230025N22Rik","71587619",
"1700023I07Rik","71378036",
"Zdhhc16","686216",
"LOC433473","70723277",
"Snx20","68545983",
"Fam164c","68745185",
"Cdh12","73513627",
"Zfp735","77799033",
"Bst1","71496007",
"Anapc11","70445580",
"C1qtnf4","75198148",
"LOC544728","71147846",
"2310022A10Rik","68080690",
"Taf9b","71380920",
"Sft2d1","79536367",
"Ccdc80","74821579",
"Ube3c","70194522",
"Map2k4","227736",
"Cblb","70305598",
"Mettl7a1","68798019",
"Slc12a4","69873797",
"Airn","71991929",
"Slc4a8","1849",
"Prkx","70946160",
"Gnl3","68191306",
"Tcf3","76135518",
"Tfpt","80472079",
"Gpc6","1737",
"Spink12","71020968",
"LOC434184","72471791",
"Pax1","69289661",
"Olfr598","74724229",
"Ppapdc1a","69530768",
"Cpsf7","71210223",
"Lias","68076529",
"Sdk2","69873475",
"Cenpf","1632",
"Maml2","70305066",
"Dhx9","69626879",
"3830417A13Rik","74579509",
"Lzts1","69736388",
"Corin","69568956",
"Tcf21","75831748",
"Ckm","69548970",
"Irs3","69735538",
"Tmem173","68861674",
"Rasip1","68523180",
"Apc","71148004",
